SITUS_ZIP,TOTAL_VALUE
80249-6961,257700
80238-3054,843600
80237-2531,393500
80207-3449,460000
80211-4615,345100
80239-6043,309200
80212-1450,951500
80218-1003,477300
80220-5951,957100
None,1616900
80239-6440,263600
80239-6046,296600
80211-3508,700100
80209-5123,773000
80238-3282,700300
80220-2723,204000
80212-2041,464100
80239-4105,225000
80209-4608,653800
80206-2515,697300
80211-1528,331800
80222-3930,461400
80222-6738,344600
80249-8598,359300
80204-2935,287400
80207-1523,362700
80249-7525,277800
80236-2325,297500
80239-4064,249800
80209-2707,1029500
80211-3827,2387000
80223-2004,261700
80220-2648,315600
80205-5046,389800
80205-5647,380700
None,634200
80237-1751,355600
None,222600
None,649500
80219-5819,213200
80223-2756,221200
80221-1277,3483200
80204-1224,282100
80249-6621,288700
80231-6664,248800
None,11200
80231-5612,242900
80211-1655,455200
None,160600
None,4865100
80237-2952,389800
80207-3022,438200
80206-5810,21731000
None,100
80207-3143,555400
80207-3142,687700
80207-3707,662000
80207-3748,910800
80207-3723,642700
80207-3747,571800
80220-1148,551200
80220-1050,356700
80220-1031,559700
80220-1046,448100
80209-3518,578300
80211-3530,334400
80207-2834,288400
80123-2419,352100
80207-3522,280100
80207-3558,241700
80207-3511,358500
80207-3547,331000
80207-3529,297000
80207-3436,531400
80238-2906,458100
80211-3438,325400
80211-3410,368100
80211-3861,431500
80211-3816,375500
80202-1036,100
80211-2958,321200
80207-3936,673100
80207-3932,763800
80220-1556,1386500
80207-3617,334700
80220-1552,562900
80211-3234,332100
80211-3340,479600
None,808700
80211-2857,684500
80211-3219,596200
80211-3205,594800
80211-3107,338400
80211-3221,379100
80211-3162,835100
80211-3112,450200
80249-7240,248500
80249-6583,258200
80249-7235,245700
80211-3702,548500
80211-3145,12371300
80211-3121,583900
80212-1842,527200
80212-1328,458600
80212-1478,638700
80211-4055,519500
80211-1628,520600
80211-3328,499600
80211-2139,339800
80211-2523,380600
80211-2847,594000
None,1306300
80211-2704,423600
80211-3131,383100
80211-3223,411600
None,100
80211-4059,445000
None,640500
80212-1319,1049300
None,100
None,278700
80212-1526,179200
80211-1197,392300
80220-5329,479800
80220-5344,1185200
80220-5315,609000
80220-5303,809400
80220-4719,380000
80220-4824,484500
80220-4728,665600
80220-5560,267500
80220-5508,679900
80220-5543,430100
80220-2526,532900
80220-6030,503500
80220-2625,428200
80220-2453,471300
80220-2451,413200
80238-2652,646800
80238-2651,686600
80220-2237,100400
80238-2744,412500
80239-5676,273500
80239-5676,260800
80239-5607,229200
80239-3810,250800
80249-7040,296700
80249-8104,278500
80239-5606,198300
80239-5658,223800
80239-5640,209800
80239-5646,263700
80239-3846,240900
80239-3854,229100
80239-3854,228500
80239-3835,263100
80238-3462,655700
80219-3131,294300
None,10974600
80216-2540,203700
80209-2516,1040900
80205-4654,506700
80223-1841,382700
80205-4742,458800
80205-3427,266700
80207-2734,335200
80210-5904,371500
80205-4039,374500
80211-1441,479100
80207-3225,481600
80249-6653,302200
80212-1770,304100
80219-2554,166000
80205-4322,411800
80236-2107,299300
80209-4630,670200
80209-4720,1683100
80209-4618,741200
80209-4620,1786900
80209-4736,447400
80209-4523,850500
80209-4523,1340100
80209-1922,433300
80209-2180,531500
80209-2116,598400
80210-2218,790000
80210-2241,634200
80210-2218,590000
80210-2205,549200
80210-2221,708800
80210-2812,415900
80210-2225,649600
80210-2760,597800
80204-2919,275800
80210-2640,427400
80210-2620,426700
80210-2710,445500
80210-2619,385500
80210-3123,442200
80210-3123,458000
80210-3209,545000
80210-3209,504800
80210-1826,713700
80210-1822,788200
None,100
80205-4013,339000
80219-3832,224100
None,315200
80222-4729,328300
80239-4342,229600
None,570500
80203-4008,294500
80209-4025,240800
80209-4121,426300
80210-5814,331400
80210-3507,360900
80211-2046,424000
80210-2825,449500
80249-8541,494400
80211-2729,415300
80212-2216,271300
80204-1615,728500
None,100
80239-3898,219500
80210-1525,677700
None,3980000
80223-3923,303200
80239-4900,262600
80219-1622,157500
80238-3294,421200
80211-3510,348800
80205-5319,399100
80210-2003,570000
80227-3703,261200
80238-3038,594200
80227-3832,379900
80238-3881,507400
80223-1829,511300
80207-3143,511900
80210-5130,374300
80210-1821,851400
80209-4322,724600
80223-4315,277200
None,694700
80211-1447,322000
80220-2407,472400
80238-3549,139600
80212-1631,471700
80123-0806,441700
80212-2257,715900
80222-7545,275300
80222-6006,726300
80210-2929,433400
None,298000
80223-4021,387500
80204-2808,329000
80216-2824,143100
80227-3578,297000
80249-8011,253000
80249-8066,220300
80239-6045,274000
80207-3936,735300
80246-1406,460700
80224-1333,450900
80223-4318,327900
80220-3234,260600
80207-2606,481000
80235-2615,343600
80238-3300,359700
80249-8635,319700
80205-5631,355900
80220-3161,325300
80219-1422,281300
80202-5534,223056300
80224-2229,379900
80221-1308,214300
80222-7250,1167900
80209-4301,371300
80212-2728,320600
80219-3843,230700
80205-3946,308100
80209-2609,801900
80209-4029,477100
80249-7570,298800
80231-6424,352000
80238-2858,451600
80236-2019,321500
80220-5639,960200
80236-2523,216400
80211-3319,455500
80237-1047,431800
None,200
None,None
None,None
80239-3610,207000
80211-3043,699700
80210-3611,1147100
80210-4523,579700
80209-3516,1152300
80207-1626,307700
80218-3122,928700
80223-3408,644000
80209-3537,1613000
80239-3815,252800
None,327500
80206-1824,447000
80219-4506,254600
None,366200
80210-4131,436300
80223-2232,205300
80220-3341,281200
80249-6583,250100
80204-4742,260500
80205-4332,418900
80205-3266,2223100
80220-1349,486000
80236-2814,288800
80224-1309,633500
80238-3086,100
80207-3747,489200
80238-3494,641800
80209-2434,430900
80204-4804,100
80211-1718,688000
80220-2135,184600
80231-3954,215000
80202-3709,5636500
80210-3308,860500
None,762800
80205-5570,596100
80210-2239,376600
80239-5177,225800
80238-3026,707000
80210-5616,450400
80210-2218,476200
80235-2978,544500
80219-1728,206900
80219-3956,260300
80236-2256,285800
80220-5544,272700
80216-4705,1675300
80211-2729,638100
80209-2614,1425200
80209-2637,1143600
80204-1904,301700
80205-2217,598600
80211-1224,318000
None,488400
80247-1945,509900
80218-3161,651300
80222-7535,317100
80227-3541,327000
80204-1530,256200
None,18100
None,1188000
80206-3404,396300
80219-4716,264500
80219-2710,227900
80205-4511,390900
80219-2224,204000
80209-4340,687400
80206-4442,805800
80219-2295,198500
80204-4651,239300
80219-1831,210900
80206-3226,2320000
80211-3730,572900
80210-4012,322100
80211-4020,579800
None,727200
None,625700
80220-1420,585600
80220-1754,516300
80220-1961,216300
80238-2935,876300
80220-2202,211500
80207-3410,534200
80207-3405,623400
80207-3939,586300
80207-3930,563600
None,133600
80227-3851,336500
80220-2045,237400
None,None
80206-4437,None
None,None
80212-2346,367500
80238-2440,666400
80212-1541,491100
80211-1310,421600
80236-2210,301900
80219-3925,276500
80211-3639,630900
80211-3623,522600
80211-3722,384300
80211-3611,384200
80211-3704,465000
80204-3125,194300
80220-1428,607200
80220-1933,314700
80220-1910,285000
80238-2682,442400
80220-1141,396800
80220-1417,515000
80220-2130,209100
80220-2238,249000
None,200
80220-1758,518400
80220-1749,331800
None,922800
80220-1734,559800
80220-1829,723100
80220-1750,514900
None,100
80212-1912,269800
None,86500
80220-2014,352400
80220-1937,238100
80220-1922,248100
80211-4056,379000
80212-1952,481200
80212-1122,767300
80211-3302,557500
80211-3726,290800
80211-4009,468000
80211-4007,427900
80211-3732,518300
80211-3732,514200
80211-4160,100
80211-2761,362900
80212-1937,370100
80212-1936,528100
80211-4412,467800
80212-1118,625900
80212-1725,474100
80211-3123,541900
80238-2429,579000
80238-2542,584800
80238-2511,547300
80238-2525,422900
80238-2531,428300
80238-2524,385600
80238-2452,1249900
80238-2451,1177500
80238-2415,708700
80238-2450,754100
80238-2501,500200
80238-2501,500600
80238-2453,1008100
80207-1048,254700
80207-2302,149000
80238-2710,780900
80238-2679,491100
80238-2970,579100
80238-2506,343800
80238-3017,544200
80238-2602,6157500
None,100
80238-2939,1235300
80238-3552,1318600
80238-2908,646500
80238-3006,653100
80238-2981,374800
80238-2667,399500
80238-2687,530900
80238-2896,480400
80238-2884,13737000
80211-1642,397200
80207-3218,472600
80210-3115,666100
80204-3030,272700
80239-4046,218000
80220-2210,228100
80209-4834,1056400
80123-1032,322000
80209-1673,631200
80219-2168,194500
80203-2030,None
80222-3533,311800
80222-7502,272000
80239-3648,272900
80239-3665,226700
80246-8114,296400
80204-1728,405400
80219-2549,286800
None,628600
80206-3850,650300
80204-4430,398200
None,100
None,233400
80204-3234,192800
80204-3226,204400
80204-1037,322100
80219-1231,197100
80204-2838,239700
80209-1726,436200
80209-4204,604600
80209-4205,738400
80209-4112,351100
80209-4211,609300
80209-4309,490100
80209-4117,684100
80209-4212,732200
80209-4321,612500
80209-4126,691100
80216-2729,370400
80209-4141,441900
80206-4449,956000
80206-4538,923200
80209-2114,398300
80206-4124,674400
80206-4233,1029000
80203-4114,359300
80210-1910,823300
80210-1818,799300
80210-1808,859000
80210-1817,628400
80210-2334,698900
80210-2338,703300
80210-2411,463000
80210-1704,692600
80210-1723,827500
80210-3344,233100
80224-1214,309800
None,100
None,245100
None,None
80210-2237,355400
80210-2331,553800
80210-2328,484400
80210-2720,972800
80210-2733,493700
80210-2717,529700
80210-2747,432600
80210-2761,396500
80210-2739,447500
80210-2742,433400
80210-2789,827400
80209-3514,695000
80206-4419,803300
80218-1888,804900
80223-1127,328200
80218-2397,1943000
None,256900
80212-1936,800800
80219-3739,245100
80204-4629,232000
80239-6042,300500
80249-6513,273500
80249-8369,277200
80220-5911,665200
80220-1421,637100
None,200
80203-3934,7278900
80239-6010,261900
80211-3832,723500
80220-1613,1931500
80216-3525,393200
None,658700
80123-2696,485700
80206-3318,461500
80218-3608,481200
80218-3607,686500
80218-3921,1478100
80218-3920,370300
80218-3918,569100
80218-3927,2316300
80205-3827,253400
None,596100
80207-2906,383600
80204-5128,500400
80204-3121,200400
None,549600
80220-3116,599800
80219-3903,228900
80204-1127,545000
80222-3703,339700
80211-1948,493500
80218-4017,1769800
None,None
80219-5917,None
80236-2021,324000
80236-2036,321900
80236-2114,312500
80236-2208,298300
80219-5837,250100
80219-5837,211500
80230-6997,432400
80212-1712,479800
80206-3935,591300
80210-2531,398600
None,1838500
80205-4833,311400
80211-2712,370400
80219-5638,293000
80230-6941,445400
80204-3027,277700
80207-2724,442200
80207-2729,426900
80207-3048,498400
80207-3233,499800
80207-3251,351600
80207-3245,667900
80207-3252,485800
80207-3224,626400
80207-3149,506000
80207-3249,507900
80249-7607,296300
80204-3161,247300
80223-2002,179600
80249-8309,256300
80210-2334,529000
80211-3542,345000
80219-2561,296200
80210-4503,425400
80210-5118,357300
80205-4448,709700
80207-3206,413300
80207-2621,324300
80207-1625,263700
80207-2238,224500
80207-3515,308600
80207-1035,226000
80207-3061,363600
80207-3260,494200
80207-3112,558500
80207-3708,921600
80207-3724,572900
80207-3512,325600
80223-3731,262700
80239-4013,275200
80249-8091,299000
80204-1722,906100
80239-4086,269900
80236-3011,295600
80216-2223,179600
80231-2674,197100
80219-3816,184800
80249-7258,240800
80249-7249,316600
80249-7363,260700
80239-4928,244200
80239-4975,243300
80239-4964,227100
80239-4900,274500
80239-5097,260300
80239-4994,182000
80239-5018,248100
80220-1852,332900
80204-4659,296600
80207-3709,312500
80220-1141,458400
80219-3825,224100
80231-4507,424100
80218-3437,763500
80205-3653,242800
None,20026100
80203-1316,5694200
80205-5351,369000
80205-5521,442300
80205-5626,695700
80205-5356,597300
80205-5343,466300
80205-5122,369900
80205-5208,281000
80205-5137,564200
80205-4753,370300
80205-5136,384600
80205-5342,344000
80221-1118,329100
80210-2925,391400
80211-2956,362000
80238-3281,496900
80210-2611,279200
80203-3927,447900
80216-2523,224300
80205-3636,366600
80237-1518,347300
80237-1354,399900
80237-2143,384100
80237-1572,339700
80237-1341,465700
80237-2155,396100
80237-2125,407400
80205-3842,283300
80205-4148,414700
80205-4238,100
80205-4720,281600
80205-5034,298400
80205-4039,228300
80206-5535,286500
80209-4543,1250500
80249-8388,330900
80205-4652,272000
80218-3507,605000
80211-3138,510900
80239-6484,232700
80210-6904,862500
80211-3823,680900
80219-1338,187200
80219-3531,237700
80219-3509,297400
80219-3527,265400
80219-3520,286800
80219-3129,305800
80219-4215,259400
80219-2506,249800
80219-2426,190600
80219-2618,214500
80219-2617,147300
80219-2409,100
80220-1751,324300
80220-1751,564400
80220-2024,535200
80220-2006,282100
80220-2047,230500
80227-3525,337800
80227-3517,340400
80227-3869,308900
80227-3529,314600
80227-3815,335900
80227-3816,329500
80227-4124,325600
80227-4150,235400
80227-5446,327600
80219-3207,222100
80223-3420,247000
80223-3416,294800
80219-3746,421600
80219-3834,238400
80219-3632,218900
80211-3135,393500
80211-3143,424100
80211-3140,943100
80212-1230,466800
80219-4449,247600
80219-4553,229700
80219-4418,274700
80219-4539,214600
80219-4146,288500
80219-4242,245900
80219-4219,245300
80219-3924,250800
80219-3947,297800
80219-3932,270800
80219-5728,295200
80219-4913,264700
None,100
None,1545500
80219-5319,235900
None,246700
80219-5247,287100
80219-5820,237300
80236-2102,260100
80211-5126,200
80205-4648,330800
None,231200
None,811300
None,628000
None,834600
80238-3840,411600
80211-3027,565700
80211-4036,449700
80206-1119,524600
None,578800
None,547200
80230-6941,439000
80220-4356,524800
80205-4956,324600
None,100
80236-2281,255300
80216-3118,2600600
80216-3420,6006000
80207-1241,267000
80207-2152,280400
80207-2226,246200
80207-2211,309600
80207-3242,352600
80207-2136,272800
80207-2911,286400
80207-2902,291300
80207-2600,421100
80220-1018,710900
80207-1619,546000
None,599600
None,None
80218-1994,None
80206-5571,None
80212-2724,252300
80207-3428,342400
80206-4544,573000
80224-1307,600000
80210-1928,348900
80237-2109,452900
80221-1366,241400
80227-4157,358200
80231-2743,411300
None,565700
80203-2707,2237300
80219-6053,195200
80204-3205,261500
80231-4266,440800
80209-4807,1112200
80223-1519,365400
80238-2519,502100
80239-6043,262600
80220-6163,286700
80210-1711,513700
80216-2712,223900
80216-2723,233700
80216-2728,163900
80216-3527,214300
80216-3522,190000
80220-1509,845700
80220-4536,489600
None,100
80220-4562,265200
None,391200
80220-4635,345400
80220-5352,416900
80220-4434,527400
80220-2437,689100
80220-5239,831700
80220-5035,788200
80246-1101,888000
80224-1338,485300
80239-6467,269100
None,None
None,None
80214-3003,177700
80204-2947,231800
80204-4718,223900
80204-4713,262000
80204-4722,164400
80204-4703,192600
80204-4716,212300
80204-4708,214100
80219-1239,299400
80219-1239,198100
80219-1242,268000
80204-4642,240000
80204-4650,289100
80204-4645,283100
80205-3753,230100
80205-3749,229200
80205-3824,273400
80219-1030,214500
80219-1038,303600
80219-1034,232200
80219-1027,291900
80223-2726,271100
80219-1800,165200
80219-1351,232400
80219-1241,176600
80218-4029,613300
80218-3624,1547000
80218-4026,1039900
80206-4131,1518100
80218-4025,1756800
80218-3936,1072900
80218-4022,6843700
80206-4611,1873100
80206-4627,2703900
80218-4005,1075200
80218-3608,494300
80220-6130,355400
None,1291200
None,470200
80209-2515,2379300
None,232700
80219-5341,212100
80219-5321,321300
80204-4537,None
80203-2440,None
80218-2429,None
80206-2023,None
80206-2836,None
80206-3025,None
80203-2574,None
80203-2501,None
80209-1616,None
80219-2164,213800
80219-2105,202000
80219-2130,234400
80219-2111,177100
80219-2157,193800
80219-2110,183200
80219-5829,243600
80219-5815,211800
80219-5837,201200
80207-3038,527000
80207-3019,400700
80207-1929,344900
80207-2714,458000
80207-2733,338900
80207-2740,296300
80207-2749,336300
80207-2745,377700
80207-2744,290900
80207-2655,281200
80206-5213,740200
80206-5213,753500
80206-5504,1631900
80209-3117,756500
80209-2434,613100
80209-4550,889700
80206-4306,669400
80207-3247,1126400
80207-3218,399100
None,334500
None,593800
None,493400
None,506700
None,214700
None,214700
None,82200
80216-6616,100
80219-5035,272800
80219-5034,263000
80219-5007,276700
80219-5003,262400
80219-5007,281200
80219-5001,266500
80219-5009,273700
80219-5091,271500
80219-5612,282100
80207-3254,454100
80207-3930,616400
80207-3918,672100
80220-2147,196600
80249-7450,349200
80249-7450,384900
80249-7341,236000
80249-8285,290400
80239-5132,299900
80249-7037,219500
80220-1234,677900
80220-1063,941200
80220-1121,414000
80220-1345,852800
80220-1353,990200
80220-1221,773100
80220-1342,854300
80220-1222,449600
80220-1442,452300
80220-1321,386700
None,100
80239-3421,1566900
80239-5146,248800
80239-5657,233000
80202-3711,3086900
80202,9976000
80202-5202,16207200
80202-5002,2204100
80221-1318,259700
80221-1519,212100
80221-1275,283600
80212-2547,361500
80212-2215,360300
80212-2356,1292000
None,775500
80211-1645,495300
80211-2130,211700
80211-2436,250300
80211-1515,501500
80249-7482,314700
80205-5648,469200
80218-1117,555200
80218-1407,851900
80218-1524,853200
80237-1408,363900
80237-1313,449400
80237-1506,397500
80237-1352,525400
80249-7524,279900
None,100
80249-7521,260600
80249-7344,300200
80249-7353,300700
80249-7237,254500
80249-7244,229900
80218-1413,726400
80205-5648,433100
None,13050100
80205-2610,224500
80205-2908,256200
80205-2526,100
None,205000
80219-3424,226300
80219-3303,250100
80223-2537,414500
80206-1912,442500
80206-1705,514300
80206-1713,505800
80205-4601,220800
80205-5191,1650000
80218-1526,417200
80218-1667,859100
80205-4240,174000
80205-4403,285600
80205-4952,241100
80203-1415,354400
80205-5338,289100
80219-2258,292400
80219-2378,316800
80219-2465,150100
80219-2324,254500
80219-2320,238600
80219-2288,191100
80219-2214,258600
80219-2223,260300
80219-2274,245100
80227-3526,342000
80220-2712,344000
80220-4814,456500
80220-5526,425400
80220-2434,495200
80220-2434,502300
80246-1031,914200
80220-6329,812000
80246-1143,1464000
80246-1149,986000
80220-6027,882500
None,2940800
80219-3714,225000
80219-3714,150500
80232-8022,2824000
80219-3648,214200
80219-3716,229000
80219-6500,343800
80219-3133,229500
80219-3133,236400
80219-3130,201200
80219-3128,185500
80219-3108,229800
80219-3220,174000
80219-3251,187000
80219-3112,268200
80219-3248,184900
80219-3343,186600
80204-2830,249300
80219-1628,188200
80219-1604,141200
80219-2411,195600
None,28200
80219-6036,244800
80219-5010,305700
80219-5655,469600
80219-3643,172100
80219-3629,260300
80219-3638,254000
80219-3721,303100
80219-4352,242000
80219-4337,262100
80219-4351,219300
80219-4551,231700
80219-4534,235000
80219-4445,261200
80219-4453,293700
80219-4536,252400
80219-4461,248100
80219-4532,267900
80219-4410,253900
80219-4540,214000
80219-4411,273200
80236-2813,245900
80236-2827,249200
None,100
80210-3609,513400
80210-2211,370500
80210-2242,421000
80210-2804,605500
80210-2004,597200
80210-3122,354600
None,11814000
80210-2237,473700
80210-2124,416800
80210-2522,100
None,19300
80210-6016,376600
80210-3020,256000
80210-6218,428500
80219-4737,225400
80219-3912,235800
80219-4004,4478000
None,None
80210-6707,583100
80210-6832,688200
80210-6831,863900
80210-6954,806700
80210-5720,692400
80210-1528,301000
80210-5953,352100
None,100
80210-4934,2313500
80210-1545,380500
80210-1545,344400
80210-3234,545500
80210-4031,649700
80207-1507,270200
80207-1407,241300
80207-1431,266200
80207-1431,276500
80207-1535,248900
80223-2915,251000
80223-3020,270900
80209-4551,939600
None,1879600
80211-3764,580300
80209-4031,242100
80210-2035,499800
80249-6669,258000
80219-4145,258400
80212-2122,764700
80206-3839,2048800
80238-2766,494000
80239-6038,245600
80224-1310,574100
80224-2309,406200
80239-5130,293400
80206-4543,435000
None,548300
80123-1006,297100
80210-5126,902800
80207-3424,275600
80239-4289,282800
80239-4252,243000
80216-3512,292000
None,36400
80205-3644,423300
80205-3341,296300
None,51800
80205-3439,873600
80205-3430,231800
None,24100
80216-4154,296900
80216-2918,175300
80216-2913,236100
80216-2948,271900
80216-4034,225200
80216-4144,198300
80205-3604,5541000
80205-3829,279700
80205-3755,218700
80207-1815,554800
80205-3653,262700
None,100
80230-6789,446700
80220-2621,296400
80220-4990,411700
80230-6997,429300
80230-6965,410100
80220-2723,2557600
None,100
80230-6152,759400
80230-6966,647200
80220-4639,948600
80230-6544,745700
80230-7091,689400
80230-7089,558700
80220-6107,354900
80239-3788,223800
80239-3637,258500
None,2935400
80230-7159,548800
None,2518700
80220-3524,175100
80220-3526,232700
80219-1849,261600
80219,101400
80219-1829,211800
80219-1914,212300
80219-1940,236500
80204-3205,245500
80204-3139,181100
80219-1624,204600
80219-2120,150600
80219-1427,273500
None,578000
80219-1612,306000
80219-2127,178600
80219-2127,186900
80205-4755,400200
80219-2153,344900
80209-4423,743500
80218-3804,501000
80209-2209,601900
80209-2517,834100
80209-2605,2347900
80209-2710,2563400
80206-4410,2728100
80209-4435,675200
80206-4539,888400
80209-4508,1542500
80206-2605,721800
80206-5525,818000
80230-6180,340100
80230-6444,1752800
80230-7169,333400
80206-4331,1196400
80219-5971,243800
80219-5961,109500
80219-6019,255600
80219-6019,196400
80219-5229,275100
80219-5153,298400
80219-5154,287300
80219-5138,291100
80219-5204,323700
80219-5204,290600
80219-5032,224800
80219-5054,274200
80223-1729,1345800
80223-1730,133800
80204-5118,386400
80204-5137,330000
80223-1117,466900
80223-1126,261700
80223-2228,218600
80207-3259,417200
80207-3812,509700
80207-3840,712900
80207-3814,1133600
80207-3137,543500
80207-3145,488800
80207-3113,631400
80207-3142,540000
80207-3143,456600
80207-3718,560100
80220-1052,435700
80209-4737,648200
80209-5123,716400
80210-2000,578400
80210-2000,549400
80209-5019,657700
80209-4930,3344500
80209-5141,3657600
80210-2135,422100
80209-4931,2277000
None,234700
None,100
None,100
80216-4700,4379100
None,100
None,21600
80249-8712,372700
None,329300
80236-2448,334500
None,300400
80205-5045,209400
None,1684400
None,746800
None,100
80249-7457,392800
80249-7359,249400
80249-7360,209400
80249-7338,245700
80239-5798,234900
80249-7515,271000
80239-5749,218100
80207-3603,335100
80220-1845,416300
80207-2002,204600
80207-3425,494500
80207-3421,516600
80207-3939,588900
80207-3920,531700
80207-3906,845500
80207-3925,541500
80220-1544,506700
80220-1540,627400
80205-5602,409700
80206-1914,361400
80206-1122,313400
80206-1117,839900
None,2563400
80206-1922,442000
80206-1923,613100
80211-2837,651400
80211-3341,630900
80211-3239,918000
80211-3231,51100
80211-3357,538600
80211-2715,616900
80211-2736,327500
80211-2703,576700
80211-3108,484900
80211-3223,459100
80211-3622,442100
80211-3630,443900
80211-3716,628400
80211-3722,475800
80203-1404,432800
80203-1702,14046400
None,604900
80218-1449,4305800
80205-4746,155100
80205-3440,188500
80205-3903,352800
80220-3029,243000
80239-6606,305800
80239-6608,298100
80249-8286,256000
80239-7020,303300
80239-7014,320600
80239-7020,279500
80239-7039,281300
80239-7013,285400
80249-8274,306600
80249-8290,285700
80249-8440,297800
None,234800
80224-1244,313700
80219-2205,213000
80219-2207,329300
80219-2291,203800
80219-3122,202000
80219-3117,184100
80219-2237,873300
80205-2622,355100
80205-4532,315300
80205-2129,589700
80218-1450,459000
None,126900
None,131100
80220-3219,287500
80220-3325,231700
80220-3027,280300
80220-3235,248700
80220-3161,229500
80219-3642,248400
80219-3644,268700
80219-3636,220800
80219-3635,256800
80219-3720,264600
None,100
80246-3221,300100
80222-3909,390900
80222-3823,336100
80222-3818,356000
80222-4436,377200
80224-1953,345500
80224-2163,300200
80222-4727,316600
80237-1711,324300
80222-6038,365400
80222-7348,297300
80222-6720,331700
None,189100
None,100
80223-1564,494700
80223-2206,220100
80236-2028,293900
80236-2014,295000
80236-3718,319700
80236-2224,303400
80204-3032,230800
80204-1245,259400
80219-3235,278900
80219-3312,297500
80219-1804,153900
80226-8110,414800
80204-3141,195400
None,100
80219-1941,187700
None,100
80219-1909,481200
80219-2049,100
None,422700
80219-4502,214900
80219-4540,238400
80223-2901,237900
80219-4634,290200
80210-4409,438200
80236-2204,290600
80219-4533,246900
80219-4612,272700
80219-4518,274400
80219-4937,1627600
80219-4529,207500
80219-4727,278200
80219-4740,259600
80219-4748,259300
80219-4811,277300
80210-5608,441000
None,100
None,265000
80210-7222,372600
80210-6357,478300
80210-5923,609100
80206-3415,385200
80206-2113,501100
80206-2506,689600
80223-2905,208200
80223-2935,227400
80223-2918,295200
80223-2915,213400
80223-3331,309200
80223-3333,247400
80223-3503,206700
80223-3522,202900
80223-3532,281900
80210-3133,736800
80210-4045,718600
80236-3009,306300
80236-3200,515100
80123-1257,391400
80236-3506,328000
80236-3606,274100
80236-3448,353500
80236-3335,377100
80211-4055,577300
80211-2765,640200
80205-4751,488800
80238-3748,814700
80239-3706,240400
None,933300
80249-8304,433800
80230-6515,445200
80212-2326,301500
80218-2706,3120000
80212-1524,276200
80204-3049,200
80219-2617,163400
80222-4728,346300
80223-3927,210700
80219-3545,313900
80238-2454,402800
None,275200
80209-5133,460000
80219-5341,275900
80204-3948,378400
80238-3415,530700
80238-3488,518300
None,193100
80239-5444,242900
80239-5429,231700
80239-5448,245600
80239-6428,275800
80239-5492,269700
80239-5099,260500
80239-5003,244500
80239-5127,274100
80239-5125,228100
80239-5009,245100
80239-5034,252400
80239-5047,231400
80239-5423,265700
80249-6698,287900
80249-8161,326400
80238-3390,616600
80239-5747,224500
80249-7319,369000
80205-3824,462900
80205-4333,356600
80205-4335,270400
80205-4360,390100
80205-4327,341500
80205-4120,362600
80205-4328,497800
80205-4163,609900
80205-4146,259800
80205-4323,432800
80205-4213,256400
80205-4156,418600
80205-4186,413900
80205-4756,318800
80249-6652,316700
80249-6633,233000
80249-6632,264600
80205-4644,353500
80205-4645,347300
80205-4977,270900
80205-4907,294600
80205-4943,479600
80205-4960,306100
80230-6136,685000
80220-6142,366700
None,226700
80220-2614,226300
80247-6530,358500
80247-6526,382000
80220-3510,201000
None,696800
80230-6534,681400
80230-6528,579200
80230-7008,575100
80230-6525,767000
80205-4832,382300
80205-3530,294000
80230-7174,220100
80230-7170,331100
80219-1429,316300
80219-1404,210800
80219-2029,185500
80219-1934,239400
80219-2019,198600
80219-1943,207600
80219-2021,369400
80219-1926,227000
80223-1143,100
80204-5024,576300
80223-1518,2070700
80223-1725,519100
80220-4928,582600
80224-1048,501500
80220-4592,589900
80246-3202,312300
80246-3226,289300
80246-3211,434900
80223-1104,493400
80223-1325,432500
80206-4230,710500
80206-4230,893000
80209-3125,787900
80209-3521,896600
80209-4810,1411700
None,454900
80209-5119,532800
80209-5120,555100
80209-4726,639800
None,988200
80223-1304,360400
80223-1551,537300
80223-1419,383100
80223-1502,593000
80223-1616,455200
80223-1601,215300
80209-4932,1126300
80230-6824,100
80216-5130,8826200
80237-2537,429900
80237-2525,534200
80237-2528,565900
80206-4511,724900
80249-8697,440200
80223-2021,193000
80209-5007,393400
80209-4937,536900
80209-2717,1235100
80209-2704,1922700
80209-3314,520000
80209-2707,1502400
80209-2719,799200
80209-4534,603300
80209-4638,646900
80206-4127,200
80220-1449,435200
80220-1449,581700
80207-3545,310500
80207-3521,334400
80207-3549,290700
80207-4025,375000
80207-4057,342800
80207-4055,357400
80207-4060,317300
80209-2314,791400
80209-4509,727900
80211-3861,689300
80247-1906,318500
None,716200
None,555300
None,382100
None,504000
80238-2963,549900
80220-1423,817200
80220-1447,1461700
80211-3051,11899800
80202-1265,None
80211-3331,611400
80211-3427,786800
80211-3426,516900
80211-3432,679100
None,11724600
80211-2806,100
80219-2042,547500
80238-3587,814700
80220-1547,653200
80220-1539,1483500
80238-2683,679300
None,232400
80220-1823,379300
80220-1830,402300
80207-3628,360400
80220-2038,279600
80220-2038,274800
80239-5693,282500
80239-5696,258000
80239-6610,257400
80249-8297,291200
80249-8282,281000
80249-8553,449100
80239-6605,277000
80220-2100,656800
80220-2218,321300
80220-2238,208500
80238-2439,561700
80211-4430,387900
80211-4028,551800
80211-4043,401000
80211-4721,513600
80212-1147,633100
80211-4238,431400
80211-4018,469600
80211-3727,390400
80211-4105,345900
80249-7229,270700
80205-2925,313800
CO,200
80205-5325,312400
None,895000
80205-4449,327400
