OBJECTID,School_Code,School_Name,Address,City,State,Zip,Phone,Lowest_Grade,Highest_Grade,District_Code,District_Name,Setting,Charter_YN,Type_,COUNTY,LATITUDE,LONGITUDE,nhid,countyfp10,nhname
519,9496,CASTRO ELEMENTARY SCHOOL,845 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,7204248990,Kindergarten,5th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.701038,-105.034538,76,08031,Westwood
531,1939,COMPASS ACADEMY,911 SOUTH HAZEL COURT,DENVER,CO,80219,3032264880,6th Grade,7th Grade,880,DENVER COUNTY 1,Denver Metro,Y,Public School Physical Address,DENVER,39.700119,-105.027489,76,08031,Westwood
606,4513,KEPNER BEACON MIDDLE SCHOOL,911 SOUTH HAZEL COURT,DENVER,CO,80219,7204240027,6th Grade,6th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.700119,-105.027489,76,08031,Westwood
607,4656,KEPNER MIDDLE SCHOOL,911 SOUTH HAZEL COURT,DENVER,CO,80219,7204240000,7th Grade,8th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.700119,-105.027489,76,08031,Westwood
613,4762,KNAPP ELEMENTARY SCHOOL,500 SOUTH UTICA STREET,DENVER,CO,80219,7204246130,Preschool,5th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.707829,-105.046005,76,08031,Westwood
634,6188,MUNROE ELEMENTARY SCHOOL,3440 WEST VIRGINIA AVENUE,DENVER,CO,80219,7204245230,Preschool,5th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.707623,-105.032211,76,08031,Westwood
647,7192,PASCUAL LEDOUX ACADEMY,1055 SOUTH HAZEL COURT,DENVER,CO,80219,7204239240,Preschool,Preschool,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.69759,-105.027519,76,08031,Westwood
655,7471,ROCKY MOUNTAIN PREP: SOUTHWEST,911 SOUTH HAZEL COURT,DENVER,CO,80219,7208638920,Preschool,2nd Grade,880,DENVER COUNTY 1,Denver Metro,Y,Public School Physical Address,DENVER,39.700119,-105.027489,76,08031,Westwood
675,7926,STRIVE PREP - KEPNER,911 SOUTH HAZEL COURT,DENVER,CO,80219,7204856394,6th Grade,6th Grade,880,DENVER COUNTY 1,Denver Metro,Y,Public School Physical Address,DENVER,39.700119,-105.027489,76,08031,Westwood
1127,965,BRADY EXPLORATION SCHOOL,5220 W. OHIO AVENUE,LAKEWOOD,CO,80226,3039826722,9th Grade,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,DENVER,39.702454,-105.052856,76,08031,Westwood
620,5448,MANUAL HIGH SCHOOL,1700 EAST 28TH AVENUE,DENVER,CO,80205,7204236300,9th Grade,12th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.756935,-104.968559,77,08031,Whittier(Denver County)
701,9548,WHITTIER K-8 SCHOOL,2480 DOWNING STREET,DENVER,CO,80205,7204243040,Preschool,8th Grade,880,DENVER COUNTY 1,Denver Metro,N,Public School Physical Address,DENVER,39.752956,-104.973282,77,08031,Whittier(Denver County)
244,9600,WILDER ELEMENTARY SCHOOL,4300 WEST PONDS CIRCLE,LITTLETON,CO,80123,3033474750,Preschool,5th Grade,140,LITTLETON 6,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.602459,-105.042252,79,08005,East Columbine
188,4062,HOLLY HILLS ELEMENTARY SCHOOL,6161 EAST CORNELL AVENUE,DENVER,CO,80222,7207472500,Preschool,5th Grade,130,CHERRY CREEK 5,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.662891,-104.917206,83,08005,Holly Hills
214,4896,THE COTTAGE AT HOLLY RIDGE,3301 SOUTH MONACO PARKWAY,DENVER,CO,80222,7205543280,Preschool,Preschool,130,CHERRY CREEK 5,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.657635,-104.913025,83,08005,Holly Hills
165,1510,CHALLENGE SCHOOL,9659 EAST MISSISSIPPI AVENUE,DENVER,CO,80231,7207472100,Preschool,8th Grade,130,CHERRY CREEK 5,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.696648,-104.875587,86,08005,Sullivan
26,1914,COTTON CREEK ELEMENTARY SCHOOL,11100 VRAIN STREET,WESTMINSTER,CO,80030,7209725340,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.897053,-105.045647,99,08001,North Central Westminster
1823,15,ACADEMY OF CHARTER SCHOOLS,11800 LOWELL BLVD,WESTMINSTER,CO,80031,3032898088,Preschool,12th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.911575,-105.034142,99,08001,North Central Westminster
33,4172,HULSTROM OPTIONS K-8 SCHOOL,11551 WYCO DRIVE,NORTHGLENN,CO,80233,7209725400,Kindergarten,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.905792,-104.964836,100,08001,"Wyco Park, Northeast Northglenn"
37,5418,MALLEY DRIVE ELEMENTARY SCHOOL,1300 EAST MALLEY DRIVE,NORTHGLENN,CO,80233,7209725480,Preschool,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.903992,-104.972176,100,08001,"Wyco Park, Northeast Northglenn"
59,8275,STEM LAB,11700 IRMA DRIVE,NORTHGLENN,CO,80233,7209724000,Kindergarten,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.908333,-104.968765,100,08001,"Wyco Park, Northeast Northglenn"
68,9431,WESTGATE CHARTER,11700 IRMA DRIVE,NORTHGLENN,CO,80233,3034250967,Kindergarten,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,Y,Public School Physical Address,ADAMS,39.908333,-104.968765,100,08001,"Wyco Park, Northeast Northglenn"
17,504,WELBY COMMUNITY SCHOOL,1200 E 78TH AVE,DENVER,CO,80229,3038531700,Preschool,6th Grade,10,MAPLETON 1,Denver Metro,N,Public School Physical Address,ADAMS,39.838078,-104.97168,101,08001,Welby and East North Washington
25,1878,CORONADO HILLS ELEMENTARY SCHOOL,8300 DOWNING DRIVE,THORNTON,CO,80229,7209725320,Preschool,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.847248,-104.971146,101,08001,Welby and East North Washington
1116,109,ARVADA K-8,5751 BALSAM STREET,ARVADA,CO,80002,3039821240,Kindergarten,8th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.801697,-105.088699,136,08059,"Skiline, Arvada Plaza and Terrace Park"
1191,5024,LAWRENCE ELEMENTARY SCHOOL,5611 ZEPHYR STREET,ARVADA,CO,80002,3039821825,Preschool,6th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.798294,-105.085625,136,08059,"Skiline, Arvada Plaza and Terrace Park"
16,9036,VALLEY VIEW K-8,660 WEST 70TH AVENUE,DENVER,CO,80221,3038531560,Kindergarten,8th Grade,10,MAPLETON 1,Denver Metro,N,Public School Physical Address,ADAMS,39.823566,-104.995148,102,08001,"Twin Lakes, Berkely, and West North Washington"
122,3144,FRANCIS M. DAY ELEMENTARY SCHOOL,1740 JORDAN DRIVE,DENVER,CO,80221,3034281330,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.823952,-105.008522,102,08001,"Twin Lakes, Berkely, and West North Washington"
127,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,3475 WEST 67TH AVENUE,DENVER,CO,80221,3034281121,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.818317,-105.031883,102,08001,"Twin Lakes, Berkely, and West North Washington"
128,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,7001 LIPAN STREET,DENVER,CO,80221,3034288583,6th Grade,8th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.82476,-105.002045,102,08001,"Twin Lakes, Berkely, and West North Washington"
134,8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,6330 TENNYSON STREET,ARVADA,CO,80003,3034294090,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.811531,-105.044006,102,08001,"Twin Lakes, Berkely, and West North Washington"
136,9466,WESTMINSTER HIGH SCHOOL,6933 RALEIGH ST,WESTMINSTER,CO,80030,3036573980,9th Grade,12th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.821359,-105.043427,102,08001,"Twin Lakes, Berkely, and West North Washington"
1832,2837,EARLY COLLEGE OF ARVADA,4905 WEST 60TH AVENUE,ARVADA,CO,80003,3039355473,6th Grade,12th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.805622,-105.050095,102,08001,"Twin Lakes, Berkely, and West North Washington"
1850,7278,RICARDO FLORES MAGON ACADEMY,5301 Lowell Boulevard,Denver,CO,80221,3034127601,Kindergarten,8th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.793053,-105.034752,102,08001,"Twin Lakes, Berkely, and West North Washington"
3,507,ADVENTURE ELEMENTARY,7700 DELTA ST.,DENVER,CO,80221,3038531410,Preschool,6th Grade,10,MAPLETON 1,Denver Metro,N,Public School Physical Address,ADAMS,39.836664,-104.991923,103,08001,Federal Heights Federal Heights and Sherrelwood
29,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,2500 W 96TH AVENUE,DENVER,CO,80221,7209725360,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.87075,-105.017448,103,08001,Federal Heights Federal Heights and Sherrelwood
60,8310,STEM LAUNCH,9450 PECOS STREET,THORNTON,CO,80206,7209725120,Kindergarten,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.868309,-105.005981,103,08001,Federal Heights Federal Heights and Sherrelwood
118,1622,CLARA E. METZ ELEMENTARY SCHOOL,2341 SHERRELWOOD DRIVE,DENVER,CO,80221,3034281884,Kindergarten,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.843967,-105.014709,103,08001,Federal Heights Federal Heights and Sherrelwood
131,7860,SHERRELWOOD ELEMENTARY SCHOOL,8095 KALAMATH DRIVE,DENVER,CO,80221,3034285353,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.843246,-105.000755,103,08001,Federal Heights Federal Heights and Sherrelwood
1831,2035,CROWN POINTE CHARTER ACADEMY,2900 WEST 86TH AVENUE,WESTMINSTER,CO,80031,3034281882,Kindergarten,8th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.852585,-105.023544,103,08001,Federal Heights Federal Heights and Sherrelwood
110,770,BENNETT ELEMENTARY SCHOOL,462 8TH STREET,BENNETT,CO,80102,3036443234,Kindergarten,5th Grade,50,BENNETT 29J,Outlying Town,N,Public School Physical Address,ADAMS,39.758404,-104.423653,105,08001,Northeast Adams
111,775,BENNETT HIGH SCHOOL,610 7TH STREET,BENNETT,CO,80102,3036443234,9th Grade,12th Grade,50,BENNETT 29J,Outlying Town,N,Public School Physical Address,ADAMS,39.761143,-104.425385,105,08001,Northeast Adams
112,774,BENNETT MIDDLE SCHOOL,455 8TH STREET,BENNETT,CO,80102,3036443234,6th Grade,8th Grade,50,BENNETT 29J,Outlying Town,N,Public School Physical Address,ADAMS,39.758228,-104.42379,105,08001,Northeast Adams
113,763,BENNETT PRESCHOOL,805 WASHINGTON WAY,BENNETT,CO,80102,3036443234,Preschool,Preschool,50,BENNETT 29J,Outlying Town,N,Public School Physical Address,ADAMS,39.758377,-104.423462,105,08001,Northeast Adams
114,8332,HEMPHILL MIDDLE SCHOOL,2100 WAGNER,STRASBURG,CO,80136,3036229211,6th Grade,8th Grade,60,STRASBURG 31J,Remote,N,Public School Physical Address,ADAMS,39.745251,-104.326431,105,08001,Northeast Adams
115,7133,PRAIRIE CREEKS CHARTER SCHOOL,1983 MONROE STREET,STRASBURG,CO,80136,3036226328,9th Grade,12th Grade,60,STRASBURG 31J,Remote,Y,Public School Physical Address,ADAMS,39.746265,-104.321434,105,08001,Northeast Adams
116,8328,STRASBURG ELEMENTARY SCHOOL,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,Preschool,5th Grade,60,STRASBURG 31J,Remote,N,Public School Physical Address,ADAMS,39.742733,-104.322334,105,08001,Northeast Adams
117,8334,STRASBURG HIGH SCHOOL,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,9th Grade,12th Grade,60,STRASBURG 31J,Remote,N,Public School Physical Address,ADAMS,39.742733,-104.322334,105,08001,Northeast Adams
51,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,3350 WEST 99TH AVENUE,WESTMINSTER,CO,80030,7209725600,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.875839,-105.031357,106,08001,Westminster Center Park
133,8406,SUNSET RIDGE ELEMENTARY SCHOOL,9451 HOOKER STREET,WESTMINSTER,CO,80030,3034268907,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.868828,-105.028542,106,08001,Westminster Center Park
119,4334,COLORADO STEM ACADEMY,7281 IRVING STREET,WESTMINSTER,CO,80030,7205425016,Kindergarten,8th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.828884,-105.029686,107,08001,South Westminster
120,2876,FAIRVIEW ELEMENTARY SCHOOL,7826 FAIRVIEW DRIVE,DENVER,CO,80221,3034281405,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.839157,-105.019295,107,08001,South Westminster
121,7810,FLYNN ELEMENTARY SCHOOL,8731 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282161,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.855118,-105.034447,107,08001,South Westminster
123,3649,GREGORY HILL PRESCHOOL,8030 IRVING STREET,WESTMINSTER,CO,80030,3034281560,Preschool,Preschool,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.842579,-105.029518,107,08001,South Westminster
124,3792,HARRIS PARK ELEMENTARY SCHOOL,4300 WEST 75TH AVENUE,WESTMINSTER,CO,80030,3034281721,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.832645,-105.046265,107,08001,South Westminster
125,3931,HIDDEN LAKE HIGH SCHOOL,7300 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282600,9th Grade,12th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.828548,-105.034271,107,08001,South Westminster
126,7305,IVER C. RANUM MIDDLE SCHOOL,2401 WEST 80TH AVENUE,DENVER,CO,80221,3034289577,6th Grade,8th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.841778,-105.017258,107,08001,South Westminster
129,5834,MESA ELEMENTARY SCHOOL,9100 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282891,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.861217,-105.03437,107,08001,South Westminster
130,7812,SHAW HEIGHTS MIDDLE SCHOOL,8780 CIRCLE DRIVE,WESTMINSTER,CO,80030,3034289533,6th Grade,8th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.855858,-105.038536,107,08001,South Westminster
132,7952,SKYLINE VISTA ELEMENTARY SCHOOL,7395 ZUNI STREET,DENVER,CO,80221,3034282300,Preschool,5th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.830692,-105.015602,107,08001,South Westminster
135,9236,WESTMINSTER ACADEMY FOR INTERNATIONAL STUDIES,7482 IRVING STREET,WESTMINSTER,CO,80030,3034282494,Preschool,6th Grade,70,WESTMINSTER PUBLIC SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.832325,-105.029533,107,08001,South Westminster
1870,1550,COLORADO PREP ACADEMY,"8601 Turnpike Dr., Suite 100",Westminster,CO,80031,8882082173,Kindergarten,12th Grade,9170,COLORADO DIGITAL BOCES,Colorado BOCES,N,Public School Physical Address,ADAMS,39.851833,-105.051147,107,08001,South Westminster
1872,6971,PIKES PEAK ONLINE SCHOOL,"8601 Turnpike Drive, Suite 100",Westminster,CO,80031,8552344559,9th Grade,12th Grade,9170,COLORADO DIGITAL BOCES,Colorado BOCES,N,Public School Physical Address,ADAMS,39.851833,-105.051147,107,08001,South Westminster
90,1052,BROMLEY EAST CHARTER SCHOOL,356 LONGSPUR DRIVE,BRIGHTON,CO,80601,7206853297,Preschool,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,Y,Public School Physical Address,ADAMS,39.98275,-104.746819,108,08001,East Brighton
92,2945,FOUNDATIONS ACADEMY,340 SOUTH 45TH AVENUE,BRIGHTON,CO,80601,3036599519,Kindergarten,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,Y,Public School Physical Address,ADAMS,39.983887,-104.761528,108,08001,East Brighton
86,1560,BOLT ACADEMY,1850 EGBERT STREET,BRIGHTON,CO,80601,7506855475,9th Grade,12th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.983624,-104.799812,109,08001,"Benedict Park, Central Brighton"
88,1021,BRIGHTON HERITAGE ACADEMY,830 BRIDGE STREET,BRIGHTON,CO,80601,3036552850,6th Grade,12th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.986706,-104.811333,109,08001,"Benedict Park, Central Brighton"
89,1022,BRIGHTON HIGH SCHOOL,270 SOUTH 8TH AVENUE,BRIGHTON,CO,80601,3036554200,9th Grade,12th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.982029,-104.812508,109,08001,"Benedict Park, Central Brighton"
91,2399,EAGLE RIDGE ACADEMY,3551 SOUTHERN STREET,BRIGHTON,CO,80601,3033454380,9th Grade,12th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,Y,Public School Physical Address,ADAMS,39.979691,-104.781944,109,08001,"Benedict Park, Central Brighton"
96,5615,MARY E PENNOCK ELEMENTARY SCHOOL,3707 ESTRELLA STREET,BRIGHTON,CO,80601,7206857500,Kindergarten,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.982082,-104.77903,109,08001,"Benedict Park, Central Brighton"
103,7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC,1850 EGBERT SUITE G20,BRIGHTON,CO,80601,7206855490,Preschool,Preschool,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.983624,-104.799812,109,08001,"Benedict Park, Central Brighton"
106,8130,SOUTHEAST ELEMENTARY SCHOOL,1595 SOUTHERN STREET,BRIGHTON,CO,80601,3038662650,Kindergarten,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.979591,-104.802559,109,08001,"Benedict Park, Central Brighton"
108,9230,VIKAN MIDDLE SCHOOL,879 JESSUP STREET,BRIGHTON,CO,80601,3036554050,6th Grade,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.977436,-104.811844,109,08001,"Benedict Park, Central Brighton"
20,301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,13095 PECOS STREET,WESTMINSTER,CO,80030,7209725740,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.934254,-105.006393,111,08001,Quail Crossing Park
97,6294,NORTH ELEMENTARY SCHOOL,89 NORTH 6TH AVENUE,BRIGHTON,CO,80601,3036552500,Preschool,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.988171,-104.815529,110,08001,West Brighton
98,6395,NORTHEAST ELEMENTARY SCHOOL,1605 LONGSPEAK,BRIGHTON,CO,80601,3036552550,Preschool,6th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.992359,-104.801689,110,08001,West Brighton
100,6638,OVERLAND TRAIL MIDDLE SCHOOL,455 NORTH 19TH AVENUE,BRIGHTON,CO,80601,3036554000,6th Grade,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.995228,-104.799416,110,08001,West Brighton
105,8060,SOUTH ELEMENTARY SCHOOL,305 SOUTH 5TH AVENUE,BRIGHTON,CO,80601,3036552600,Kindergarten,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.981964,-104.816803,110,08001,West Brighton
40,6060,MOUNTAIN RANGE HIGH SCHOOL,12500 HURON STREET,WESTMINSTER,CO,80234,7209726300,9th Grade,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.923054,-104.996582,112,08001,Big Dry Creek
55,4187,SILVER HILLS MIDDLE SCHOOL,12400 HURON STREET,NORTHGLENN,CO,80234,7209725000,6th Grade,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.921619,-104.996582,112,08001,Big Dry Creek
31,4000,HILLCREST ELEMENTARY SCHOOL,10335 CROKE DRIVE,NORTHGLENN,CO,80221,7209725380,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.883842,-105.000023,113,08001,Central Northglenn
36,5058,LEROY DRIVE ELEMENTARY SCHOOL,1451 EAST LEROY DRIVE,NORTHGLENN,CO,80233,7209725460,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.889122,-104.968567,113,08001,Central Northglenn
42,6355,NORTH MOR ELEMENTARY SCHOOL,9580 DAMON DRIVE,NORTHGLENN,CO,80221,7209725540,Preschool,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.870384,-104.991623,113,08001,Central Northglenn
44,6402,NORTHGLENN HIGH SCHOOL,601 WEST 100TH PLACE,NORTHGLENN,CO,80221,7209724600,9th Grade,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.878719,-104.994141,113,08001,Central Northglenn
45,6398,NORTHGLENN MIDDLE SCHOOL,1123 MURIEL DRIVE,NORTHGLENN,CO,80233,7209725080,6th Grade,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.896095,-104.973122,113,08001,Central Northglenn
49,6845,P-TECH EARLY COLLEGE AT NORTHGLENN HIGH SCHOOL,601 WEST 100TH PLACE,NORTHGLENN,CO,80260,7209724600,9th Grade,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.878719,-104.994141,113,08001,Central Northglenn
61,8361,STUKEY ELEMENTARY SCHOOL,11080 GRANT DRIVE,NORTHGLENN,CO,80233,7209725420,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.897743,-104.981125,113,08001,Central Northglenn
64,8211,THE STUDIO SCHOOL,10604 GRANT DRIVE,NORTHGLENN,CO,80233,7209723620,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.888611,-104.982689,113,08001,Central Northglenn
67,210,VANTAGE POINT,10900 HURON STREET,NORTHGLENN,CO,80234,7209725800,6th Grade,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,ADAMS,39.894962,-104.996567,113,08001,Central Northglenn
312,1752,COLORADO VIRTUAL ACADEMY (COVA),"11990 GRANT STREET, #402",NORTHGLENN,CO,80233,3032554650,9th Grade,12th Grade,190,BYERS 32J,Remote,Y,Public School Physical Address,ADAMS,39.913815,-104.985023,113,08001,Central Northglenn
1837,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,555 WEST 112TH AVENUE,NORTHGLENN,CO,80234,3034467100,Kindergarten,8th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.899963,-104.99511,113,08001,Central Northglenn
245,2136,DEER TRAIL ELEMENTARY SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,3037694421,Preschool,5th Grade,170,DEER TRAIL 26J,Remote,N,Public School Physical Address,ARAPAHOE,39.611256,-104.043396,115,08005,East Arapaphoe
246,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,3037694421,6th Grade,12th Grade,170,DEER TRAIL 26J,Remote,N,Public School Physical Address,ARAPAHOE,39.611256,-104.043396,115,08005,East Arapaphoe
308,1168,BYERS ELEMENTARY SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,3038225292,Preschool,6th Grade,190,BYERS 32J,Remote,N,Public School Physical Address,ARAPAHOE,39.708145,-104.216667,115,08005,East Arapaphoe
309,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,3038225292,7th Grade,12th Grade,190,BYERS 32J,Remote,N,Public School Physical Address,ARAPAHOE,39.708145,-104.216667,115,08005,East Arapaphoe
314,3362,VALIANT ACADEMY,444 EAST FRONT STREET,BYERS,CO,80103,3038225292,Kindergarten,12th Grade,190,BYERS 32J,Remote,N,Public School Physical Address,ARAPAHOE,39.708145,-104.216667,115,08005,East Arapaphoe
6,1796,COLORADO CONNECTIONS ACADEMY,8 INVERNESS DRIVE E SUITE 240,ENGLEWOOD,CO,80112,3037942302,Kindergarten,12th Grade,10,MAPLETON 1,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.566818,-104.863228,122,08005,Centennial Airport
167,1571,CHERRY CREEK CHARTER ACADEMY,6260 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,3037798988,Kindergarten,8th Grade,130,CHERRY CREEK 5,Denver Metro,Y,Public School Physical Address,ARAPAHOE,39.602524,-104.876091,122,08005,Centennial Airport
178,2653,ENDEAVOR ACADEMY,14076 EAST BRIARWOOD AVE,CENTENNIAL,CO,80112,7208867200,9th Grade,12th Grade,130,CHERRY CREEK 5,Denver Metro,N,Public School Physical Address,ARAPAHOE,39.592381,-104.822487,122,08005,Centennial Airport
